Date,High,Low,Open,Close,Volume,Adj Close
2019-06-10,140.5,136.32000732421875,137.0,139.07000732421875,328900.0,138.63929748535156
2019-06-11,141.77999877929688,139.64999389648438,140.0500030517578,140.74000549316406,441800.0,140.30410766601562
2019-06-12,142.47000122070312,139.8300018310547,140.72000122070312,142.0,429700.0,141.56021118164062
2019-06-13,143.6699981689453,141.02999877929688,142.3800048828125,141.49000549316406,386900.0,141.0518035888672
2019-06-14,142.38999938964844,139.00999450683594,141.16000366210938,142.0399932861328,315400.0,141.60008239746094
2019-06-17,142.6199951171875,138.4600067138672,141.9600067138672,138.8800048828125,300600.0,138.4498748779297
2019-06-18,142.5,139.02999877929688,139.41000366210938,140.8300018310547,302500.0,140.39382934570312
2019-06-19,142.94000244140625,140.61000061035156,141.0,142.02999877929688,362400.0,141.59011840820312
2019-06-20,145.72000122070312,143.27000427246094,143.9199981689453,145.5800018310547,354200.0,145.12913513183594
2019-06-21,148.2100067138672,144.6199951171875,145.33999633789062,145.97000122070312,690500.0,145.51791381835938
2019-06-24,147.44000244140625,142.32000732421875,146.5,142.52000427246094,358400.0,142.07861328125
2019-06-25,144.5800018310547,140.99000549316406,143.00999450683594,142.05999755859375,336200.0,141.62002563476562
2019-06-26,143.6699981689453,142.11000061035156,142.57000732421875,143.50999450683594,273200.0,143.06553649902344
2019-06-27,147.3800048828125,144.30999755859375,144.72999572753906,147.25999450683594,338900.0,146.80392456054688
2019-06-28,150.92999267578125,148.5,148.5,149.25999450683594,1399000.0,148.79771423339844
2019-07-01,152.63999938964844,148.47999572753906,150.27999877929688,149.97000122070312,376000.0,149.5055389404297
2019-07-02,151.3800048828125,148.0,149.97000122070312,148.57000732421875,304800.0,148.10986328125
2019-07-03,150.24000549316406,148.58999633789062,148.58999633789062,149.52999877929688,193400.0,149.06689453125
2019-07-05,150.3300018310547,147.8300018310547,148.99000549316406,150.0399932861328,164700.0,149.5753173828125
2019-07-08,148.77999877929688,146.3699951171875,148.77999877929688,147.11000061035156,484900.0,146.65438842773438
2019-07-09,146.9199981689453,145.38999938964844,146.2100067138672,146.3300018310547,374300.0,145.87680053710938
2019-07-10,147.74000549316406,142.27999877929688,146.77999877929688,142.57000732421875,419700.0,142.12844848632812
2019-07-11,144.30999755859375,140.00999450683594,140.3000030517578,142.8000030517578,434500.0,142.3577423095703
2019-07-12,151.08999633789062,142.6699981689453,142.6699981689453,149.9499969482422,490300.0,149.48558044433594
2019-07-15,151.80999755859375,147.8699951171875,150.14999389648438,148.6699981689453,351800.0,148.2095489501953
2019-07-16,156.6999969482422,148.7100067138672,150.89999389648438,153.4600067138672,755100.0,152.98472595214844
2019-07-17,153.94000244140625,150.14999389648438,152.47000122070312,153.60000610351562,592800.0,153.12428283691406
2019-07-18,154.69000244140625,152.27000427246094,153.60000610351562,153.7100067138672,578400.0,153.23394775390625
2019-07-19,156.30999755859375,154.64999389648438,154.64999389648438,155.1999969482422,416400.0,154.71932983398438
2019-07-22,157.39999389648438,155.0,155.1999969482422,156.17999267578125,524000.0,155.6962890625
2019-07-23,160.77999877929688,156.4499969482422,156.7100067138672,160.75,637300.0,160.2521514892578
2019-07-24,164.44000244140625,159.99000549316406,160.8699951171875,164.02999877929688,1144900.0,163.52198791503906
2019-07-25,168.99000549316406,160.67999267578125,164.5,163.02000427246094,1294900.0,162.51512145996094
2019-07-26,165.97999572753906,163.2899932861328,165.4600067138672,164.83999633789062,545700.0,164.3294677734375
2019-07-29,165.9499969482422,162.94000244140625,164.83999633789062,164.52999877929688,374500.0,164.0204315185547
2019-07-30,165.39999389648438,161.77999877929688,162.5800018310547,165.27000427246094,559200.0,164.75814819335938
2019-07-31,168.75,165.13999938964844,165.33999633789062,166.97999572753906,752100.0,166.4628448486328
2019-08-01,169.36000061035156,165.3800048828125,166.5500030517578,166.4499969482422,1058700.0,165.93447875976562
2019-08-02,166.85000610351562,164.3699951171875,165.97000122070312,166.05999755859375,626900.0,165.5457000732422
2019-08-05,164.55999755859375,160.85000610351562,162.86000061035156,162.10000610351562,1002800.0,161.59796142578125
2019-08-06,165.3800048828125,161.44000244140625,163.4600067138672,164.9499969482422,520000.0,164.4391326904297
2019-08-07,167.0,161.60000610351562,163.1999969482422,166.52000427246094,949400.0,166.0042724609375
2019-08-08,169.55999755859375,165.8699951171875,166.72000122070312,168.77000427246094,986000.0,168.247314453125
2019-08-09,166.75999450683594,164.6999969482422,166.7100067138672,165.07000732421875,549400.0,164.55877685546875
2019-08-12,166.27000427246094,163.24000549316406,164.32000732421875,166.05999755859375,548700.0,165.5457000732422
2019-08-13,171.8699951171875,165.6699981689453,166.4199981689453,171.77999877929688,559000.0,171.24798583984375
2019-08-14,171.4199981689453,165.11000061035156,169.02000427246094,166.13999938964844,567200.0,165.62545776367188
2019-08-15,168.08999633789062,161.52000427246094,166.75999450683594,162.2100067138672,813100.0,161.7076416015625
2019-08-16,166.2100067138672,163.16000366210938,163.16000366210938,165.69000244140625,698200.0,165.17684936523438
2019-08-19,169.4199981689453,165.75,168.19000244140625,165.83999633789062,564100.0,165.3263702392578
2019-08-20,167.42999267578125,164.0399932861328,165.91000366210938,164.22000122070312,627600.0,163.71139526367188
2019-08-21,166.72999572753906,164.85000610351562,165.77000427246094,165.52999877929688,492300.0,165.017333984375
2019-08-22,166.4600067138672,163.38999938964844,165.97999572753906,164.8000030517578,403500.0,164.28961181640625
2019-08-23,164.38999938964844,158.4199981689453,164.38999938964844,158.92999267578125,469900.0,158.43777465820312
2019-08-26,161.3800048828125,158.3800048828125,159.6199951171875,160.94000244140625,415400.0,160.44154357910156
2019-08-27,162.1199951171875,159.17999267578125,162.1199951171875,159.50999450683594,284700.0,159.01597595214844
2019-08-28,162.5500030517578,156.9199981689453,158.30999755859375,160.4499969482422,500000.0,159.95306396484375
2019-08-29,164.41000366210938,161.0,162.05999755859375,162.07000732421875,469500.0,161.56805419921875
2019-08-30,164.75999450683594,162.61000061035156,162.91000366210938,163.75999450683594,464400.0,163.25282287597656
2019-09-03,168.6199951171875,158.0800018310547,161.82000732421875,159.4199981689453,572000.0,159.09141540527344
2019-09-04,162.55999755859375,159.6999969482422,161.10000610351562,161.30999755859375,484900.0,160.97752380371094
2019-09-05,165.9499969482422,162.9499969482422,162.9499969482422,164.67999267578125,671000.0,164.340576171875
2019-09-06,165.3300018310547,163.67999267578125,165.0800018310547,164.75,297700.0,164.41043090820312
2019-09-09,167.27999877929688,163.25999450683594,164.9499969482422,167.00999450683594,756100.0,166.665771484375
2019-09-10,172.55999755859375,160.55999755859375,166.8699951171875,172.39999389648438,634500.0,172.04466247558594
2019-09-11,175.00999450683594,171.1199951171875,172.17999267578125,174.6199951171875,480500.0,174.2600860595703
2019-09-12,176.22000122070312,172.2100067138672,174.64999389648438,173.7100067138672,426900.0,173.3519744873047
2019-09-13,174.97999572753906,172.8800048828125,174.7899932861328,173.9199981689453,249100.0,173.56153869628906
2019-09-16,174.5500030517578,170.16000366210938,171.9199981689453,174.24000549316406,316800.0,173.88087463378906
2019-09-17,174.4499969482422,172.0500030517578,173.66000366210938,174.0,346300.0,173.64137268066406
2019-09-18,174.3000030517578,170.25,172.99000549316406,173.88999938964844,347900.0,173.53160095214844
2019-09-19,174.8800048828125,170.77000427246094,174.0800018310547,171.1300048828125,407300.0,170.7772979736328
2019-09-20,171.89999389648438,169.25,171.52999877929688,169.64999389648438,844900.0,169.30032348632812
2019-09-23,171.0399932861328,169.41000366210938,169.80999755859375,170.3000030517578,322200.0,169.94898986816406
2019-09-24,172.32000732421875,167.5399932861328,171.58999633789062,167.77000427246094,355400.0,167.42420959472656
2019-09-25,174.22000122070312,167.3699951171875,167.66000366210938,173.24000549316406,488900.0,172.88294982910156
2019-09-26,175.57000732421875,172.38999938964844,173.0,174.52000427246094,480200.0,174.16029357910156
2019-09-27,172.94000244140625,169.82000732421875,170.11000061035156,172.05999755859375,475800.0,171.7053680419922
2019-09-30,173.42999267578125,168.97000122070312,172.13999938964844,169.97000122070312,576500.0,169.6196746826172
2019-10-01,172.77999877929688,165.10000610351562,171.00999450683594,165.52000427246094,416200.0,165.17884826660156
2019-10-02,164.8000030517578,160.55999755859375,164.7100067138672,161.75,604400.0,161.41661071777344
2019-10-03,163.3300018310547,158.2100067138672,161.8800048828125,162.88999938964844,459800.0,162.5542755126953
2019-10-04,165.3000030517578,161.94000244140625,163.5800018310547,162.75999450683594,362500.0,162.42453002929688
2019-10-07,165.55999755859375,161.1999969482422,162.49000549316406,164.60000610351562,587000.0,164.26075744628906
2019-10-08,164.88999938964844,161.5,162.57000732421875,161.77999877929688,389100.0,161.44654846191406
2019-10-09,166.3300018310547,163.0399932861328,163.0500030517578,165.38999938964844,322100.0,165.0491180419922
2019-10-10,168.97000122070312,165.05999755859375,165.05999755859375,166.7100067138672,244300.0,166.3664093017578
2019-10-11,172.69000244140625,168.44000244140625,168.44000244140625,171.0,464300.0,170.64755249023438
2019-10-14,172.77000427246094,169.72000122070312,171.0,171.24000549316406,219000.0,170.88705444335938
2019-10-15,174.5500030517578,169.5399932861328,169.55999755859375,173.05999755859375,479800.0,172.7032928466797
2019-10-16,177.2100067138672,172.5800018310547,172.5800018310547,175.55999755859375,550600.0,175.19815063476562
2019-10-17,178.1999969482422,175.1999969482422,175.67999267578125,176.39999389648438,404500.0,176.0364227294922
2019-10-18,179.41000366210938,176.1300048828125,176.4199981689453,178.52999877929688,498500.0,178.1620330810547
2019-10-21,181.82000732421875,178.7100067138672,179.9600067138672,179.88999938964844,447500.0,179.51922607421875
2019-10-22,181.0800018310547,178.1199951171875,179.9499969482422,181.0399932861328,407400.0,180.66685485839844
2019-10-23,183.08999633789062,179.42999267578125,180.52000427246094,182.97999572753906,634400.0,182.6028594970703
2019-10-24,186.60000610351562,176.99000549316406,180.22000122070312,183.83999633789062,916100.0,183.46107482910156
2019-10-25,187.6300048828125,180.27000427246094,180.27000427246094,186.60000610351562,601800.0,186.2154083251953
2019-10-28,189.07000732421875,185.77000427246094,188.2100067138672,187.3699951171875,412600.0,186.9838104248047
2019-10-29,191.27999877929688,186.67999267578125,187.3699951171875,189.1699981689453,527700.0,188.7801055908203
2019-10-30,188.66000366210938,183.0500030517578,188.6300048828125,185.39999389648438,536600.0,185.0178680419922
2019-10-31,184.75,181.11000061035156,184.75,182.0800018310547,494700.0,181.70472717285156
2019-11-01,188.25,182.14999389648438,183.64999389648438,188.1199951171875,343300.0,187.73226928710938
2019-11-04,191.2100067138672,187.2100067138672,188.82000732421875,190.3300018310547,471500.0,189.93771362304688
2019-11-05,192.67999267578125,190.8800048828125,191.22999572753906,192.27000427246094,367700.0,191.87371826171875
2019-11-06,193.30999755859375,190.75999450683594,192.14999389648438,193.13999938964844,414400.0,192.74192810058594
2019-11-07,196.80999755859375,193.5500030517578,194.1699981689453,194.4199981689453,455400.0,194.01927185058594
2019-11-08,195.72999572753906,193.7100067138672,194.4600067138672,194.17999267578125,234500.0,193.77976989746094
2019-11-11,195.63999938964844,191.85000610351562,193.3000030517578,195.3800048828125,313600.0,194.97731018066406
2019-11-12,197.25,194.72000122070312,195.3800048828125,195.63999938964844,302600.0,195.23675537109375
2019-11-13,194.94000244140625,192.0,194.8000030517578,194.5500030517578,372100.0,194.14901733398438
2019-11-14,195.1999969482422,193.41000366210938,193.75999450683594,195.07000732421875,269800.0,194.66795349121094
2019-11-15,196.35000610351562,192.39999389648438,196.0,192.9199981689453,493400.0,192.52236938476562
2019-11-18,193.83999633789062,191.30999755859375,192.25999450683594,193.08999633789062,430400.0,192.6920166015625
2019-11-19,195.17999267578125,192.41000366210938,193.86000061035156,193.99000549316406,434800.0,193.59017944335938
2019-11-20,194.1999969482422,190.55999755859375,193.39999389648438,191.11000061035156,386300.0,190.7161102294922
2019-11-21,193.10000610351562,189.22999572753906,192.11000061035156,190.4199981689453,401300.0,190.02752685546875
2019-11-22,191.66000366210938,189.49000549316406,191.52000427246094,189.57000732421875,421300.0,189.17929077148438
2019-11-25,193.82000732421875,189.6999969482422,189.6999969482422,191.80999755859375,444500.0,191.41465759277344
2019-11-26,194.83999633789062,191.13999938964844,192.11000061035156,194.05999755859375,583400.0,193.66001892089844
2019-11-27,195.67999267578125,193.83999633789062,194.9499969482422,195.58999633789062,607600.0,195.18685913085938
2019-11-29,195.07000732421875,191.41000366210938,195.07000732421875,191.58999633789062,183000.0,191.19509887695312
2019-12-02,192.0,185.82000732421875,191.19000244140625,186.27999877929688,638400.0,185.89605712890625
2019-12-03,185.97999572753906,181.0,182.67999267578125,181.80999755859375,1364200.0,181.6009979248047
2019-12-04,185.47000122070312,180.4600067138672,180.58999633789062,181.77999877929688,1298100.0,181.57102966308594
2019-12-05,183.94000244140625,179.8300018310547,179.9600067138672,183.86000061035156,1149200.0,183.64865112304688
2019-12-06,188.1699981689453,182.7899932861328,185.82000732421875,184.30999755859375,15489200.0,184.09812927246094
2019-12-09,187.55999755859375,184.57000732421875,184.6999969482422,186.86000061035156,773900.0,186.64520263671875
2019-12-10,187.9499969482422,185.52999877929688,186.92999267578125,187.52000427246094,462000.0,187.304443359375
2019-12-11,187.91000366210938,184.52999877929688,187.19000244140625,185.6999969482422,621200.0,185.4865264892578
2019-12-12,187.77999877929688,184.55999755859375,185.99000549316406,187.47999572753906,560600.0,187.2644805908203
2019-12-13,189.86000061035156,185.72999572753906,187.47999572753906,186.41000366210938,470400.0,186.1957244873047
2019-12-16,188.86000061035156,185.88999938964844,187.92999267578125,186.00999450683594,554900.0,185.79617309570312
2019-12-17,188.97000122070312,185.63999938964844,186.1199951171875,186.67999267578125,503800.0,186.46539306640625
2019-12-18,187.22999572753906,184.0500030517578,187.13999938964844,185.63999938964844,395400.0,185.42660522460938
2019-12-19,186.6199951171875,184.97999572753906,185.66000366210938,185.85000610351562,333400.0,185.63636779785156
2019-12-20,188.75999450683594,184.60000610351562,186.58999633789062,188.19000244140625,1166300.0,187.9736785888672
2019-12-23,189.97000122070312,186.97000122070312,189.72999572753906,187.33999633789062,392400.0,187.12464904785156
2019-12-24,188.41000366210938,187.00999450683594,187.94000244140625,187.99000549316406,149000.0,187.77391052246094
2019-12-26,188.5399932861328,187.3800048828125,188.22999572753906,188.25,181000.0,188.03359985351562
2019-12-27,189.72000122070312,187.8300018310547,189.25,188.92999267578125,216000.0,188.7128143310547
2019-12-30,189.1199951171875,187.00999450683594,188.22999572753906,188.4199981689453,264100.0,188.20339965820312
2019-12-31,190.82000732421875,188.1300048828125,188.1300048828125,189.77999877929688,424500.0,189.5618438720703
2020-01-02,192.0399932861328,188.69000244140625,190.25999450683594,192.02999877929688,653000.0,191.8092498779297
2020-01-03,190.7899932861328,188.77000427246094,190.35000610351562,189.74000549316406,620000.0,189.5218963623047
2020-01-06,189.0800018310547,186.07000732421875,188.6999969482422,188.24000549316406,644900.0,188.02362060546875
2020-01-07,189.3699951171875,187.6999969482422,188.44000244140625,188.77999877929688,473800.0,188.56298828125
2020-01-08,190.86000061035156,188.47000122070312,189.1999969482422,189.6699981689453,436900.0,189.45196533203125
2020-01-09,194.1699981689453,190.00999450683594,190.7899932861328,194.02000427246094,605400.0,193.79696655273438
2020-01-10,197.99000549316406,193.8300018310547,194.75,196.97000122070312,767400.0,196.7435760498047
2020-01-13,200.75,196.5500030517578,197.00999450683594,200.61000061035156,758100.0,200.37939453125
2020-01-14,205.38999938964844,200.32000732421875,200.32000732421875,204.0,726500.0,203.76548767089844
2020-01-15,206.4600067138672,203.58999633789062,203.72000122070312,206.07000732421875,456000.0,205.8331298828125
2020-01-16,209.22999572753906,206.8699951171875,207.41000366210938,208.99000549316406,480300.0,208.74977111816406
2020-01-17,210.17999267578125,205.99000549316406,206.94000244140625,208.44000244140625,486800.0,208.2003936767578
2020-01-21,209.1999969482422,205.17999267578125,208.0,205.4199981689453,490800.0,205.18385314941406
2020-01-22,206.74000549316406,202.58999633789062,206.52999877929688,202.8000030517578,402100.0,202.56687927246094
2020-01-23,205.7100067138672,200.97000122070312,202.50999450683594,205.3699951171875,417200.0,205.1339111328125
2020-01-24,207.0500030517578,202.74000549316406,205.8000030517578,204.47000122070312,284600.0,204.23495483398438
2020-01-27,203.00999450683594,198.99000549316406,200.25999450683594,200.69000244140625,446000.0,200.4593048095703
2020-01-28,202.44000244140625,200.07000732421875,201.57000732421875,201.3800048828125,322500.0,201.1485137939453
2020-01-29,205.64999389648438,201.44000244140625,201.44000244140625,202.9199981689453,293200.0,202.68673706054688
2020-01-30,204.6699981689453,200.05999755859375,200.63999938964844,203.61000061035156,374100.0,203.37594604492188
2020-01-31,203.3800048828125,195.64999389648438,202.3300018310547,196.22999572753906,570400.0,196.00442504882812
2020-02-03,200.52999877929688,196.25,197.6300048828125,198.85000610351562,442600.0,198.6214141845703
2020-02-04,204.74000549316406,201.60000610351562,201.60000610351562,204.3300018310547,421200.0,204.09512329101562
